ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID
1334	Ao-Chungli	AOC	naga	chon1286	not	62	nuŋa	nuŋa	58	58:not	20	0	Naga Ao	710
1335	Ao-Mongsen	AOM	naga	mong1332	not	62	noŋo	noŋo	58	58:not	20	0	Naga Ao	710
1336	Nusu	NUS	nung	nusu1239	not	62	ma.55	ma⁵⁵	58	58:not	20	0	Stage 2	710
1337	Serdukpen	SER	sul	sher1257	not	62	bi-i	bi-i	2790	2790:not	20	0	Stage 2	485
1338	N-Qiang	QIA	syc	nort2722	not	62	ma	ma	58	58:not	20	0	Stage 2	710
1339	Zhaba	ZHA	syc	zhab1238	not	62	a.21	a²¹	4265	4265:not	20	0	Stage 2	567
1340	Tujia	TUJ	tujia	nort2732	not	62	tha.1	tha¹	863	863:not	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	762
1341	Sherpa	SHE	tib	sher1255	not	62	me. LR	me_LR	58	58:not	20	0	Solu-Khumbu Sherpa	710
1342	Bokar	BOK	tani	bori1243	not	62	moŋ	moŋ	58	58:not	20	0	Stage 2	710
1343	Nishi	NIS	tani	nisi1238	not	62	ma	ma	58	58:not	20	0	Nisi?	710
1344	Lijiang-Naxi	LIJ	bur	lich1241	one	63	ndɨ.13	ndɨ¹³	934	934:one	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	779
1345	Ninglang-Naxi	NIN	bur	naxi1245	one	63	dɨ.33	dɨ³³	934	934:one	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	779
1346	Jinuo	JIN	bur	youl1235	one	63	thi.44	thi⁴⁴	934	934:one	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	779
1347	Jingpo	JNP	jnp	kach1280	one	63	lə.55 ŋai.51	lə⁵⁵_ŋai⁵¹	4296	4296:one	20	0	Jinghpaw	574
1348	Yeinbaw	YEI	kar	yinb1236	one	63	tərṿ.33	tərṿ³³	934	934:one	20	0	Yinbaw Karen	779
1349	Geker	GEK	kar	geko1235	one	63	təprạ.33	təprạ³³	934	934:one	20	0	Geko Karen?	779
1350	Manu	MNU	kar	manu1255	one	63	təpwạ.11	təpwạ¹¹	934	934:one	20	0	Manumanaw Karen	779
1351	W. Kayah	KYH	kar	west2409	one	63	tə.prɛ̣.11	təprɛ̣¹¹	934	934:one	20	0	Kayah Western	779
1352	Yintale	YIN	kar	yint1235	one	63	tə.11	tə¹¹	934	934:one	20	0	Yintale Karen	779
1353	Motuo-M	MOT	mot	dakp1242	one	63	thor	thor	888	888:one	20	0	Tawang Monpa, Dakpakha?	771
1354	Lhota	LHO	naga	loth1237	one	63	macaŋa	macaŋa	4481	4481:one	20	0	Naga Lotha	632
1355	Yimchunrü	YIM	naga	yimc1240	one	63	kat LOAN	kat_LOAN	-1	-1-11	20	1	Naga Yimchungru	3
1356	Ao-Chungli	AOC	naga	chon1286	one	63	akha	akha	2044	2044:one	20	0	Naga Ao	283
1357	Ao-Mongsen	AOM	naga	mong1332	one	63	chie	chie	2044	2044:one	20	0	Naga Ao	283
1358	Nusu	NUS	nung	nusu1239	one	63	thi.53	thi⁵³	934	934:one	20	0	Stage 2	779
1359	Serdukpen	SER	sul	sher1257	one	63	han	han	4438	4438:one	20	0	Stage 2	620
1360	N-Qiang	QIA	syc	nort2722	one	63	ći TIB	ći_TIB	-1	-1-12	20	1	Stage 2	4
1361	Zhaba	ZHA	syc	zhab1238	one	63	ʒa.21	ʒa²¹	4458	4458:one	20	0	Stage 2	628
1362	Tujia	TUJ	tujia	nort2732	one	63	la.3	la³	1697	1697:one	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	214
1363	Sherpa	SHE	tib	sher1255	one	63	čik.HF	čikHF	934	934:one	20	0	Solu-Khumbu Sherpa	779
1364	Bokar	BOK	tani	bori1243	one	63	a ken	a_ken	2181	2181:one	20	0	Stage 2	310
1365	Nishi	NIS	tani	nisi1238	one	63	akin	akin	2181	2181:one	20	0	Nisi?	310
1366	N-Qiang	QIA	syc	nort2722	one	63	a	a	1993	1993:one	20	0	Stage 2	276
1367	Lijiang-Naxi	LIJ	bur	lich1241	person	64	ći.33	ći³³	4332	4332:person	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	592
1368	Ninglang-Naxi	NIN	bur	naxi1245	person	64	χi̲.33	χi̲³³	4332	4332:person	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	592
1369	Jinuo	JIN	bur	youl1235	person	64	chə.42 zɔ.44	chə⁴²_zɔ⁴⁴	1368	1368:person	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	118
1370	Jingpo	JNP	jnp	kach1280	person	64	mə.31 ša.31	mə³¹_ša³¹	101	101:person	20	0	Jinghpaw	26
1371	Yeinbaw	YEI	kar	yinb1236	person	64	prạ.55	prạ⁵⁵	301	301:person	20	0	Yinbaw Karen	494
1372	Geker	GEK	kar	geko1235	person	64	pra.33	pra³³	301	301:person	20	0	Geko Karen?	494
1373	Manu	MNU	kar	manu1255	person	64	pɔ̣.33 jɔ̣.11	pɔ̣³³_jɔ̣¹¹	301	301:person	20	0	Manumanaw Karen	494
1374	W. Kayah	KYH	kar	west2409	person	64	prɛ̣.11	prɛ̣¹¹	301	301:person	20	0	Kayah Western	494
1375	Yintale	YIN	kar	yint1235	person	64	pjaŋ.11	pjaŋ¹¹	301	301:person	20	0	Yintale Karen	494
1376	Motuo-M	MOT	mot	dakp1242	person	64	so ŋo	so_ŋo	1530	1530:person	20	0	Tawang Monpa, Dakpakha?	159
1377	Lhota	LHO	naga	loth1237	person	64	kyõ	kyõ	4116	4116:person	20	0	Naga Lotha	543
1378	Yimchunrü	YIM	naga	yimc1240	person	64	mɨ=rɨ	mɨrɨ	101	101:person	20	0	Naga Yimchungru	26
1379	Ao-Chungli	AOC	naga	chon1286	person	64	ni=suŋ	nisuŋ	101	101:person	20	0	Naga Ao	26
1380	Ao-Mongsen	AOM	naga	mong1332	person	64	ami	ami	101	101:person	20	0	Naga Ao	26
1381	Nusu	NUS	nung	nusu1239	person	64	su.35	su³⁵	1530	1530:person	20	0	Stage 2	159
1382	Serdukpen	SER	sul	sher1257	person	64	ʒirin	ʒirin	4435	4435:person	20	0	Stage 2	618
1383	N-Qiang	QIA	syc	nort2722	person	64	nə	nə	101	101:person	20	0	Stage 2	26
1384	Zhaba	ZHA	syc	zhab1238	person	64	pju.51	pju⁵¹	4332	4332:person	20	0	Stage 2	592
1385	Tujia	TUJ	tujia	nort2732	person	64	lo.2	lo²	4538	4538:person	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	659
1386	Sherpa	SHE	tib	sher1255	person	64	mi. LR	mi_LR	101	101:person	20	0	Solu-Khumbu Sherpa	26
1387	Bokar	BOK	tani	bori1243	person	64	mi:	miː	101	101:person	20	0	Stage 2	26
1388	Yimchunrü	YIM	naga	yimc1240	person	64	mɨ=rɨ	mɨrɨ	685	685:person	20	0	Naga Yimchungru	734
1389	Lijiang-Naxi	LIJ	bur	lich1241	rain	65	χɨ.31	χɨ³¹	2579	2579:rain	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	394
1390	Jinuo	JIN	bur	youl1235	rain	65	m.42 tha.55	m⁴²_tha⁵⁵	112	112:rain	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	45
1391	Jingpo	JNP	jnp	kach1280	rain	65	mə.31 ʒaŋ.33	mə³¹_ʒaŋ³³	644	644:rain	20	0	Jinghpaw	726
1392	Yeinbaw	YEI	kar	yinb1236	rain	65	ʃhwaʔ.44	ʃhwaʔ⁴⁴	2579	2579:rain	20	0	Yinbaw Karen	394
1393	Geker	GEK	kar	geko1235	rain	65	shwʌiʔ.53 lɔ.22	shwʌiʔ⁵³_lɔ²²	2579	2579:rain	20	0	Geko Karen?	394
1394	Manu	MNU	kar	manu1255	rain	65	kạ.44 cɨə.11	kạ⁴⁴_cɨə¹¹	1633	1633:rain	20	0	Manumanaw Karen	192
1395	W. Kayah	KYH	kar	west2409	rain	65	kẹ.44 cɨ̣.11	kẹ⁴⁴_cɨ̣¹¹	1633	1633:rain	20	0	Kayah Western	192
1396	Yintale	YIN	kar	yint1235	rain	65	kan.33 dʒuw.11	kan³³_dʒuw¹¹	1633	1633:rain	20	0	Yintale Karen	192
1397	Motuo-M	MOT	mot	dakp1242	rain	65	ŋam su	ŋam_su	2579	2579:rain	20	0	Tawang Monpa, Dakpakha?	394
1398	Lhota	LHO	naga	loth1237	rain	65	eru	eru	2579	2579:rain	20	0	Naga Lotha	394
1399	Yimchunrü	YIM	naga	yimc1240	rain	65	cɨŋ	cɨŋ	1633	1633:rain	20	0	Naga Yimchungru	192
1400	Ao-Chungli	AOC	naga	chon1286	rain	65	cuŋ=lu	cuŋlu	1633	1633:rain	20	0	Naga Ao	192
1401	Ao-Mongsen	AOM	naga	mong1332	rain	65	ciŋi	ciŋi	1633	1633:rain	20	0	Naga Ao	192
1402	Nusu	NUS	nung	nusu1239	rain	65	mɨ.55 a.31 rua.	mɨ⁵⁵_a³¹_rua	2579	2579:rain	20	0	Stage 2	394
1403	Serdukpen	SER	sul	sher1257	rain	65	ni=mi	nimi	112	112:rain	20	0	Stage 2	45
1404	N-Qiang	QIA	syc	nort2722	rain	65	mə ʁer	mə_ʁer	112	112:rain	20	0	Stage 2	45
1405	Zhaba	ZHA	syc	zhab1238	rain	65	mau.21	mau²¹	112	112:rain	20	0	Stage 2	45
1406	Tujia	TUJ	tujia	nort2732	rain	65	mɨe.3 cie.4	mɨe³_cie⁴	1633	1633:rain	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	192
1407	Sherpa	SHE	tib	sher1255	rain	65	cer=wɛ. LF	cerwɛ_LF	1671	1671:rain	20	0	Solu-Khumbu Sherpa	199
1408	Bokar	BOK	tani	bori1243	rain	65	me doŋ	me_doŋ	958	958:rain	20	0	Stage 2	785
1409	Nishi	NIS	tani	nisi1238	rain	65	ńodo	ńodo	958	958:rain	20	0	Nisi?	785
1410	Geker	GEK	kar	geko1235	rain	65	shwʌiʔ.53 lɔ.22	shwʌiʔ⁵³_lɔ²²	4525	4525:rain	20	0	Geko Karen?	649
1411	N-Qiang	QIA	syc	nort2722	rain	65	mə ʁe=r	mə_ʁer	2579	2579:rain	20	0	Stage 2	394
1412	Lijiang-Naxi	LIJ	bur	lich1241	red	66	ćy.31	ćy³¹	1131	1131:red	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	48
1413	Ninglang-Naxi	NIN	bur	naxi1245	red	66	χũ.33	χũ³³	4145	4145:red	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	547
1414	Jinuo	JIN	bur	youl1235	red	66	a.33 nhə.44 lə.	a³³_nhə⁴⁴_lə	606	606:red	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	713
1415	Jingpo	JNP	jnp	kach1280	red	66	khje.33	khje³³	2699	2699:red	20	0	Jinghpaw	422
1416	Yeinbaw	YEI	kar	yinb1236	red	66	lẹ.11	lẹ¹¹	1924	1924:red	20	0	Yinbaw Karen	264
1417	Geker	GEK	kar	geko1235	red	66	lei.33	lei³³	1924	1924:red	20	0	Geko Karen?	264
1418	Manu	MNU	kar	manu1255	red	66	lịɛ.11	lịɛ¹¹	1924	1924:red	20	0	Manumanaw Karen	264
1419	W. Kayah	KYH	kar	west2409	red	66	lị.11	lị¹¹	1924	1924:red	20	0	Kayah Western	264
1420	Yintale	YIN	kar	yint1235	red	66	ʔa.11 leŋ.33	ʔa¹¹_leŋ³³	1924	1924:red	20	0	Yintale Karen	264
1421	Motuo-M	MOT	mot	dakp1242	red	66	ca lo	ca_lo	1924	1924:red	20	0	Tawang Monpa, Dakpakha?	264
1422	Lhota	LHO	naga	loth1237	red	66	rakata IND	rakata_IND	-1	-1-13	20	1	Naga Lotha	5
1423	Yimchunrü	YIM	naga	yimc1240	red	66	kaišan	kaišan	1210	1210:red	20	0	Naga Yimchungru	85
1424	Ao-Chungli	AOC	naga	chon1286	red	66	temerem	temerem	727	727:red	20	0	Naga Ao	742
1425	Ao-Mongsen	AOM	naga	mong1332	red	66	tɨmiram	tɨmiram	727	727:red	20	0	Naga Ao	742
1426	Nusu	NUS	nung	nusu1239	red	66	xri.35	xri³⁵	2618	2618:red	20	0	Stage 2	401
1427	Serdukpen	SER	sul	sher1257	red	66	chek	chek	1131	1131:red	20	0	Stage 2	48
1428	N-Qiang	QIA	syc	nort2722	red	66	śi zi	śi_zi	606	606:red	20	0	Stage 2	713
1429	Zhaba	ZHA	syc	zhab1238	red	66	ne.51	ne⁵¹	606	606:red	20	0	Stage 2	713
1430	Tujia	TUJ	tujia	nort2732	red	66	mian.1 ćie.1	mian¹_ćie¹	99	99:red	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	792
1431	Sherpa	SHE	tib	sher1255	red	66	mar=wu. LF	marwu_LF	99	99:red	20	0	Solu-Khumbu Sherpa	792
1432	Bokar	BOK	tani	bori1243	red	66	lɨŋ kaŋ	lɨŋ_kaŋ	1973	1973:red	20	0	Stage 2	272
1433	Nishi	NIS	tani	nisi1238	red	66	lɨchi	lɨchi	1973	1973:red	20	0	Nisi?	272
1434	Nishi	NIS	tani	nisi1238	red	66	lɨchi	lɨchi	1210	1210:red	20	0	Nisi?	85
1435	Lijiang-Naxi	LIJ	bur	lich1241	road	67	ẓɨ.33 ŋɣv.33	ẓɨ³³_ŋɣv³³	2234	2234:road	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	319
1436	Ninglang-Naxi	NIN	bur	naxi1245	road	67	ẓə.31 mi.13	ẓə³¹_mi¹³	2234	2234:road	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	319
1437	Jinuo	JIN	bur	youl1235	road	67	jɔ.44 kho.44	jɔ⁴⁴_kho⁴⁴	2234	2234:road	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	319
1438	Jingpo	JNP	jnp	kach1280	road	67	lam.33	lam³³	1706	1706:road	20	0	Jinghpaw	219
1439	Yeinbaw	YEI	kar	yinb1236	road	67	khlai.55	khlai⁵⁵	1692	1692:road	20	0	Yinbaw Karen	212
1440	Geker	GEK	kar	geko1235	road	67	khlʌiʔ.53	khlʌiʔ⁵³	1692	1692:road	20	0	Geko Karen?	212
1441	Manu	MNU	kar	manu1255	road	67	klɛ.33	klɛ³³	1692	1692:road	20	0	Manumanaw Karen	212
1442	W. Kayah	KYH	kar	west2409	road	67	klia.55	klia⁵⁵	1692	1692:road	20	0	Kayah Western	212
1443	Yintale	YIN	kar	yint1235	road	67	klai.31	klai³¹	1692	1692:road	20	0	Yintale Karen	212
1444	Motuo-M	MOT	mot	dakp1242	road	67	lam	lam	1706	1706:road	20	0	Tawang Monpa, Dakpakha?	219
1445	Lhota	LHO	naga	loth1237	road	67	o:la:̃	oːlaː̃	1706	1706:road	20	0	Naga Lotha	219
1446	Yimchunrü	YIM	naga	yimc1240	road	67	limro	limro	1706	1706:road	20	0	Naga Yimchungru	219
1447	Ao-Chungli	AOC	naga	chon1286	road	67	len	len	1706	1706:road	20	0	Naga Ao	219
1448	Ao-Mongsen	AOM	naga	mong1332	road	67	alimaŋ, yimaŋ	alimaŋ	1706	1706:road	20	0	Naga Ao	219
1449	Nusu	NUS	nung	nusu1239	road	67	khra.35 phroŋ.3	khra³⁵_phroŋ³	2234	2234:road	20	0	Stage 2	319
1450	Serdukpen	SER	sul	sher1257	road	67	lumu	lumu	1706	1706:road	20	0	Stage 2	219
1451	N-Qiang	QIA	syc	nort2722	road	67	gurßa	gurßa	2234	2234:road	20	0	Stage 2	319
1452	Zhaba	ZHA	syc	zhab1238	road	67	khjo.51	khjo⁵¹	2234	2234:road	20	0	Stage 2	319
1453	Tujia	TUJ	tujia	nort2732	road	67	la.2	la²	1706	1706:road	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	219
1454	Sherpa	SHE	tib	sher1255	road	67	lɛm. LF	lɛm_LF	1706	1706:road	20	0	Solu-Khumbu Sherpa	219
1455	Bokar	BOK	tani	bori1243	road	67	lamtə	lamtə	1706	1706:road	20	0	Stage 2	219
1456	Nishi	NIS	tani	nisi1238	road	67	lam-ta	lam-ta	1706	1706:road	20	0	Nisi?	219
1457	N-Qiang	QIA	syc	nort2722	road	67	gurßa	gurßa	2169	2169:road	20	0	Stage 2	308
1458	Bokar	BOK	tani	bori1243	road	67	lamtə	lamtə	1095	1095:road	20	0	Stage 2	41
1459	Nishi	NIS	tani	nisi1238	road	67	lam-ta	lam-ta	1095	1095:road	20	0	Nisi?	41
1460	Lijiang-Naxi	LIJ	bur	lich1241	root	68	khɨ.33	khɨ³³	2272	2272:root	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	328
1461	Ninglang-Naxi	NIN	bur	naxi1245	root	68	khɨ.33 tər.13	khɨ³³_tər¹³	2272	2272:root	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	328
1462	Jinuo	JIN	bur	youl1235	root	68	a.33 ćhe.44	a³³_ćhe⁴⁴	2272	2272:root	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	328
1463	Jingpo	JNP	jnp	kach1280	root	68	ʒu.31	ʒu³¹	4468	4468:root	20	0	Jinghpaw	629
1464	Yeinbaw	YEI	kar	yinb1236	root	68	sɨ.11 rwẹ.55	sɨ¹¹_rwẹ⁵⁵	632	632:root	20	0	Yinbaw Karen	721
1465	Geker	GEK	kar	geko1235	root	68	ṭəɨ.31 ʃwiʔ.53	ṭəɨ³¹_ʃwiʔ⁵³	632	632:root	20	0	Geko Karen?	721
1466	Manu	MNU	kar	manu1255	root	68	kɔ.33 ßi.33.44	kɔ³³_ßi³³⁴⁴	632	632:root	20	0	Manumanaw Karen	721
1467	W. Kayah	KYH	kar	west2409	root	68	rũi..44	rũi⁴⁴	632	632:root	20	0	Kayah Western	721
1468	Yintale	YIN	kar	yint1235	root	68	wei.11	wei¹¹	632	632:root	20	0	Yintale Karen	721
1469	Motuo-M	MOT	mot	dakp1242	root	68	ca	ca	1487	1487:root	20	0	Tawang Monpa, Dakpakha?	141
1470	Lhota	LHO	naga	loth1237	root	68	o:yaŋ	oːyaŋ	2742	2742:root	20	0	Naga Lotha	456
1471	Yimchunrü	YIM	naga	yimc1240	root	68	ayiŋ	ayiŋ	2742	2742:root	20	0	Naga Yimchungru	456
1472	Ao-Chungli	AOC	naga	chon1286	root	68	tera	tera	632	632:root	20	0	Naga Ao	721
1473	Ao-Mongsen	AOM	naga	mong1332	root	68	tezuŋ	tezuŋ	2742	2742:root	20	0	Naga Ao	456
1474	Nusu	NUS	nung	nusu1239	root	68	grə.55 ma.31	grə⁵⁵_ma³¹	790	790:root	20	0	Stage 2	753
1475	Serdukpen	SER	sul	sher1257	root	68	rabo	rabo	4440	4440:root	20	0	Stage 2	621
1476	N-Qiang	QIA	syc	nort2722	root	68	ka=pa	kapa	50	50:root	20	0	Stage 2	686
1477	Zhaba	ZHA	syc	zhab1238	root	68	a.21 pu̲n.51	a²¹_pu̲n⁵¹	50	50:root	20	0	Stage 2	686
1478	Tujia	TUJ	tujia	nort2732	root	68	ći.1 la.4	ći¹_la⁴	2272	2272:root	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	328
1479	Sherpa	SHE	tib	sher1255	root	68	mɛr.HR	mɛrHR	159	159:root	20	0	Solu-Khumbu Sherpa	182
1480	Bokar	BOK	tani	bori1243	root	68	pa pɨr	pa_pɨr	50	50:root	20	0	Stage 2	686
1481	Nishi	NIS	tani	nisi1238	root	68	me:mi	meːmi	137	137:root	20	0	Nisi?	120
1482	Lijiang-Naxi	LIJ	bur	lich1241	round	69	uə.55 uə.33	uə⁵⁵_uə³³	2554	2554:round	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	375
1483	Ninglang-Naxi	NIN	bur	naxi1245	round	69	ko.31 tv.31 tv.	ko³¹_tv³¹_tv	1957	1957:round	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	267
1484	Jinuo	JIN	bur	youl1235	round	69	lə.33	lə³³	1767	1767:round	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	229
1485	Jingpo	JNP	jnp	kach1280	round	69	tin.31	tin³¹	4539	4539:round	20	0	Jinghpaw	660
1486	Yeinbaw	YEI	kar	yinb1236	round	69	rṿ.44 wẹ.44	rṿ⁴⁴_wẹ⁴⁴	2554	2554:round	20	0	Yinbaw Karen	375
1487	Geker	GEK	kar	geko1235	round	69	d̄ələo.55	d̄ələo⁵⁵	1767	1767:round	20	0	Geko Karen?	229
1488	Manu	MNU	kar	manu1255	round	69	təßẹ.11	təßẹ¹¹	2554	2554:round	20	0	Manumanaw Karen	375
1489	W. Kayah	KYH	kar	west2409	round	69	təvɨ̣.11	təvɨ̣¹¹	2554	2554:round	20	0	Kayah Western	375
1490	Yintale	YIN	kar	yint1235	round	69	tə.11 lu.55	tə¹¹_lu⁵⁵	1767	1767:round	20	0	Yintale Karen	229
1491	Motuo-M	MOT	mot	dakp1242	round	69	khir=khir	khirkhir	2552	2552:round	20	0	Tawang Monpa, Dakpakha?	374
1492	Lhota	LHO	naga	loth1237	round	69	eka	eka	4151	4151:round	20	0	Naga Lotha	548
1493	Yimchunrü	YIM	naga	yimc1240	round	69	mukamto	mukamto	4151	4151:round	20	0	Naga Yimchungru	548
1494	Ao-Chungli	AOC	naga	chon1286	round	69	luŋ=luŋger	luŋluŋger	1767	1767:round	20	0	Naga Ao	229
1495	Ao-Mongsen	AOM	naga	mong1332	round	69	teluŋ	teluŋ	1767	1767:round	20	0	Naga Ao	229
1496	Nusu	NUS	nung	nusu1239	round	69	ui.35	ui³⁵	2554	2554:round	20	0	Stage 2	375
1497	Serdukpen	SER	sul	sher1257	round	69	gor-mu  TIB?	gor-mu__TIB?	-1	-1-14	20	1	Stage 2	6
1498	N-Qiang	QIA	syc	nort2722	round	69	pac̣	pac̣	1280	1280:round	20	0	Stage 2	101
1499	Zhaba	ZHA	syc	zhab1238	round	69	liŋ.55	liŋ⁵⁵	1767	1767:round	20	0	Stage 2	229
1500	Tujia	TUJ	tujia	nort2732	round	69	thuan.4 khu.1 l	thuan⁴_khu¹_l	4539	4539:round	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	660
1501	Sherpa	SHE	tib	sher1255	round	69	rhil=doŋbɛ.HF	rhildoŋbɛHF	824	824:round	20	0	Solu-Khumbu Sherpa	759
1502	Bokar	BOK	tani	bori1243	round	69	kor kor	kor_kor	2552	2552:round	20	0	Stage 2	374
1503	Lhota	LHO	naga	loth1237	round	69	mpam	mpam	2745	2745:round	20	0	Naga Lotha	458
1504	Bokar	BOK	tani	bori1243	round	69	a pɨ	a_pɨ	2743	2743:round	20	0	Stage 2	457
2267	Yimchunrü	YIM	naga	yimc1240	salt	104	thi=mi	thimi	4486	4486:salt	20	0	Naga Yimchungru	634
2268	Ao-Chungli	AOC	naga	chon1286	salt	104	me=tzɨ	metzɨ	4486	4486:salt	20	0	Naga Ao	634
2269	Ao-Mongsen	AOM	naga	mong1332	salt	104	me=cɨ	mecɨ	4486	4486:salt	20	0	Naga Ao	634
2270	Lijiang-Naxi	LIJ	bur	lich1241	salt	104	che.33	che³³	1365	1365:salt	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	116
2271	Ninglang-Naxi	NIN	bur	naxi1245	salt	104	che.55	che⁵⁵	1365	1365:salt	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	116
2272	Jinuo	JIN	bur	youl1235	salt	104	chə.55 khə.42	chə⁵⁵_khə⁴²	1365	1365:salt	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	116
2273	Jingpo	JNP	jnp	kach1280	salt	104	tšum.31	tšum³¹	1181	1181:salt	20	0	Jinghpaw	68
2274	Yeinbaw	YEI	kar	yinb1236	salt	104	cv.11 θa.55	cv¹¹_θa⁵⁵	1365	1365:salt	20	0	Yinbaw Karen	116
2275	Geker	GEK	kar	geko1235	salt	104	si.44 ṭa.22	si⁴⁴_ṭa²²	1365	1365:salt	20	0	Geko Karen?	116
2276	Manu	MNU	kar	manu1255	salt	104	je.33 sa.33	je³³_sa³³	1365	1365:salt	20	0	Manumanaw Karen	116
2277	W. Kayah	KYH	kar	west2409	salt	104	e.11 ćɛ.11	e¹¹_ćɛ¹¹	1365	1365:salt	20	0	Kayah Western	116
2278	Yintale	YIN	kar	yint1235	salt	104	ʔi.55 ṣa.33	ʔi⁵⁵_ṣa³³	1365	1365:salt	20	0	Yintale Karen	116
2279	Motuo-M	MOT	mot	dakp1242	salt	104	ʔin ća	ʔin_ća	1365	1365:salt	20	0	Tawang Monpa, Dakpakha?	116
2280	Lhota	LHO	naga	loth1237	salt	104	o:ma	oːma	4486	4486:salt	20	0	Naga Lotha	634
2281	Yimchunrü	YIM	naga	yimc1240	salt	104	thi=mi	thimi	1365	1365:salt	20	0	Naga Yimchungru	116
2282	Ao-Chungli	AOC	naga	chon1286	salt	104	me=tzɨ	metzɨ	1365	1365:salt	20	0	Naga Ao	116
2283	Ao-Mongsen	AOM	naga	mong1332	salt	104	me=cɨ	mecɨ	1365	1365:salt	20	0	Naga Ao	116
2284	Nusu	NUS	nung	nusu1239	salt	104	cha.55	cha⁵⁵	1365	1365:salt	20	0	Stage 2	116
2285	Serdukpen	SER	sul	sher1257	salt	104	huŋ	huŋ	2079	2079:salt	20	0	Stage 2	295
2286	N-Qiang	QIA	syc	nort2722	salt	104	chə	chə	1365	1365:salt	20	0	Stage 2	116
2287	Zhaba	ZHA	syc	zhab1238	salt	104	cho.55	cho⁵⁵	1365	1365:salt	20	0	Stage 2	116
2288	Tujia	TUJ	tujia	nort2732	salt	104	la.3 pu.1	la³_pu¹	4544	4544:salt	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	665
2289	Sherpa	SHE	tib	sher1255	salt	104	cha.HF	chaHF	1365	1365:salt	20	0	Solu-Khumbu Sherpa	116
2290	Bokar	BOK	tani	bori1243	salt	104	o lo	o_lo	1865	1865:salt	20	0	Stage 2	252
2291	Nishi	NIS	tani	nisi1238	salt	104	al	al	1865	1865:salt	20	0	Nisi?	252
1505	Bokar	BOK	tani	bori1243	sand	70	ʒ́e mə	ʒ́e_mə	92	92:sand	20	0	Stage 2	776
1506	Lijiang-Naxi	LIJ	bur	lich1241	sand	70	sə.31	sə³¹	1596	1596:sand	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	179
1507	Ninglang-Naxi	NIN	bur	naxi1245	sand	70	c̣e.31 mv.13	c̣e³¹_mv¹³	1596	1596:sand	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	179
1508	Jinuo	JIN	bur	youl1235	sand	70	mə.42 ʃi.44	mə⁴²_ʃi⁴⁴	1596	1596:sand	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	179
1509	Jingpo	JNP	jnp	kach1280	sand	70	cai.31 pʒu.31	cai³¹_pʒu³¹	2712	2712:sand	20	0	Jinghpaw	429
1510	Yeinbaw	YEI	kar	yinb1236	sand	70	lṿo.11 mai.11	lṿo¹¹_mai¹¹	92	92:sand	20	0	Yinbaw Karen	776
