NUMBER	WORD	OCH	OCHNUM	PEK	PEKNUM	SCN	SCNNUM	BAI	BAINUM	FUZ	FUZNUM	HKK	HKKNUM	PAO	PAONUM	GEB	GEBNUM	KPQ	KPQNUM	YEI	YEINUM	PDN	PDNNUM	GEK	GEKNUM	MNU	MNUNUM	KYH	KYHNUM	YIN	YINNUM	SGO	SGONUM	KLQ	KLQNUM	PLC	PLCNUM	TUJ	TUJNUM	LEP	LEPNUM	MIJ	MIJNUM	KNQ	KNQNUM	SER	SERNUM	SUL	SULNUM	BGN	BGNNUM	WRT	WRTNUM	LHA	LHANUM	BAT	BATNUM	XIA	XIANUM	ALI	ALINUM	JIR	JIRNUM	SHE	SHENUM	CUO	CUONUM	MOT	MOTNUM	SNW	SNWNUM	KUL	KULNUM	KLN	KLNNUM	DUM	DUMNUM	LIM	LIMNUM	YAM	YAMNUM	DHI	DHINUM	TRN	TRNNUM	IDU	IDUNUM	MIL	MILNUM	PAD	PADNUM	SHA	SHANUM	APA	APANUM	GLQ	GLQNUM	HIL	HILNUM	BOK	BOKNUM	NIS	NISNUM	TGQ	TGQNUM	UBA	UBANUM	AKA	AKANUM	MJI	MJINUM	BOD	BODNUM	DIM	DIMNUM	GAR	GARNUM	RAB	RABNUM	KNN	KNNNUM	KNX	KNXNUM	PHO	PHONUM	CHA	CHANUM	YOG	YOGNUM	NOC	NOCNUM	WAN	WANNUM	JNP	JNPNUM	MNX	MNXNUM	RNQ	RNQNUM	SEM	SEMNUM	TAN	TANNUM	LHO	LHONUM	POC	POCNUM	SNQ	SNQNUM	YIM	YIMNUM	AOC	AOCNUM	AOM	AOMNUM	MAU	MAUNUM	KHE	KHENUM	CHO	CHONUM	KHN	KHNNUM	KHM	KHMNUM	MZI	MZINUM	ZEM	ZEMNUM	LIA	LIANUM	MRW	MRWNUM	KHQ	KHQNUM	KBQ	KBQNUM	MIK	MIKNUM	CHP	CHPNUM	MGX	MGXNUM	KHX	KHXNUM	LSH	LSHNUM	HKQ	HKQNUM	HMA	HMANUM	GAN	GANNUM	TID	TIDNUM	GUR	GURNUM	TMN	TMNNUM	THK	THKNUM	KAY	KAYNUM	WRB	WRBNUM	LAN	LANNUM	ZHA	ZHANUM	ACQ	ACQNUM	XID	XIDNUM	BOL	BOLNUM	LEQ	LEQNUM	LIJ	LIJNUM	NIN	NINNUM	JIN	JINNUM	ROU	ROUNUM	NUS	NUSNUM	ANO	ANONUM	RAW	RAWNUM	DUL	DULNUM	QIN	QINNUM	QIA	QIANUM	MUY	MUYNUM	PMQ	PMQNUM	PMI	PMINUM	ZHB	ZHBNUM	QUE	QUENUM	ERG	ERGNUM	DAO	DAONUM	SHI	SHINUM	NAM	NAMNUM	GUI	GUINUM	ERS	ERSNUM	LUS	LUSNUM	GAZ	GAZNUM	JIA	JIANUM
92	walk (go)	gāŋ (-r-) 行	2234	zǒu 走	4575	zǒu 走	4575	pe.44	196	kho31	4576	hi4	4576	loj.22.22	1868	hɛʔ.53	2012	tọ̀	953	tụ.11 khlai.44	953	tṿu.11	953	b̄a.55 lʌi.51	1868	co.33	1388	cɨə.55	1388	ha.55 lɛ.55	2012	hãʔ.53	2012	lɛ.33	1868	ʔo.22 haʔ.53	2012	ɣɨ.3	635	nóŋ	548	tai.1	2761	yŭn-	2762	oŋ-	2012	u.1	2012	dun	953	ãgro	2234	ćo.13	2234	nʒ́o.231	2234	nʒ́o	2234	nʒjo	2234	khyam. L2-	1706	khyam. LR-	1706	cɛʔ.13	1388	de	939	ga:k.A-	4391	khat-, khai-, k	2553	lam--thi. L-	939		-666	pe:k=maʔ, -pe:g	196	khad- ; khät- ;	2553	hema-; mhaʔ-	4350	bo.4	196	ćho.4	1388	yi	2762	en	2762	gi	2762	iŋ	2762	in	2762	in	2762	in	2762	i 'go down'	2762	eŋ	2762	ihf 'go down'	2762		-666	deih	2761	taʔŋ	921	sa	1631	re-a	635	réŋ-a	635	tay	2761	tai	2761	dai	2761	hau-	2012	ka	2706	ka, kala	2706	pau	2217	sa.33	1631	chat	1250	gɨ	2012	gu=ve	2012	zat	1250	wo	2012	wa	2012	vɨ	2012	ɨ	2012	ao	2012	wa	2012	vu	2012	wu	2012	vo	2012	vo	2012	vo.2	2012	gwaŋ	2012	tat	1250	tad	1250	chau	1388	woŋ	2012	tɨt	1250	dam	4200	ʔal-	4199	hwə-	2012	ba.2	196	kal	2289	kal	2289	fe	1388	chieh	1388	pai.2	196	xya:.1-ba.2	2762	yar.2-pa	2762	ya.4-la	2762	len-	1868	swa:	2012	su.35	2012	so.21	2012	so.31	2012	lɔ.35	1868	ai.55	4199	lɔ:.55	1868	nʒ́i.33	4198	se.33	1631	zo.44	2762	sɨ.31	1631	sua.55 BUR?	2012	[ʒɨ.33] bɨ.33	196		-666	a.31 gɨi.55	2706	kə.33	2706	kə	2706	xɨ.53	1631	śɨ.53	1631	ʃə.55	1631	śə.53	1631	pʃi.55	1631	ẓiẓa	2762	ćə	1631	bi.35	196	mbɛ.55	196	ćhy.33 ćhy.	1631	ṣɨ.33 ṣɨ.55	1631	ji.35	2762	ka.33 ji.323	2762	[kɔ] pc̣e	1388
92	walk, go	u̯a 于	2012		0		0		0		0		0		0		0		0	tụ.11 khlai.44	1868		0	b̄a.55 lʌi.51	1868		0		0	ha.55 lɛ.55	1868		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	cha 'go up'	1388		0	che 'go up'	1388		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
93	warm	ʔūn 溫	4577	nuǎn=xuo 暖和	2763	nuan 2 暖	2763	uiN4 vu6	4577	nuoŋ33 xuo52	2763	non1	2763	lom.22.22	1835	ʔək̯o.22 k̯o.22	1835	lạ̀	1835	lạ.33	1835		-666	k̯əɨʔ.53 la.22	1835	lạ.11	1835	lẹ.11	1835	la.11	1835	k̯o.44 lə.33	1835	lö.33	1835	lə.44 lə.22	1835	lo.1 xo.1 xui.1	1835	ă	4470	pro.1 ma.3 lam.	1835		-666		-666	a.1 lək.1	1835	luŋ-a	1835	dron  po	699	ćho.13 po.55	4202	ćo.13 bo.53	4202	ćo mbo	4202	ćo ɣə	4202	ṭhom. L1=mu. L1 E	4202	chandi. LR, chen	699	kro.13 po.53	4202	gom bo	454	hoyš.A	4366		-666	hɔynpɛ. L	4366		-666	mɔk=maʔ, -mɔkt-	4390		-666	boboka	4351	lɨŋ.3 ŋu.1	1835	loŋ.2	1835	alam	1835	i-ga	454	gu-nama	454	gùbú	454		-666	og	454	yi: po	4315		-666	agu	454		-666		-666	mə-ʔlu	1835	duŋ=loʔb	4232		-666	diŋ-a	4232	túŋ-bur-asar-a	4232	lɨ̀m	1835		-666		-666	lamai=bu	84		-666		-666		-666	lum.33	1835		-666		-666	sukuthoi	1189		-666	elama	1835		-666		-666		-666		-666		-666		-666		-666		-666		-666	le.3	1835		-666		-666		-666		-666		-666		-666		-666	blya-, blyo-	4204	khan-khe	4203		-666	lum	1835	lum	1835	lum	1835		-666	lum.2	1835	la:.1-la	1835	kro.1=pa TIB?	-1	lhap.1	1835	mhum=mɔ	4390	nwe:	2763	ŋjö.35	2763	lum.55	1835	lum.55	1835	lum.55	1835	lam.55	1835	ŋy:.33	2763	lv.31 fv.55	1835	chɨ.33	1189	ło.42 khə.42	1835	læ.33	1835	lɔ.35 ńɛr.35	1835	lim.31 ɛ.55	1835	lim	1835	lɨm.53	1835	sɨ.33 sɨ.31	4205	ṣća lə	1189	nʒa.33 nʒa.53	4201	jã.55 mə.53	4204	ṣu.55	4205	ʒ̣ã.35 ʒ̣ã.	4201	ły.55 ły.33	1835	cɛ cɛ	1189	xcɛ	1189	ji.55	4204		-666	jo.35	4204	cha.55 cha.55	1189	mæ.33nphi.55 m	1189	cha.35 cha.33	1189	[kə] sce	1189
93	warm		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	gu-nama	1835		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	cha.1-wa	1189		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
94	water	tujʔ 水	990	shǔi 水	990	suei 2 水	990	śui1	990	cui52	990	se3	990	thi.22.11	990	tʃi.44	990	shɨ́	990	ʃhɨ.55	990	ʃhɨ.55	990	shɣɨ.55	990	ʃhi.11	990	thie.33	990	thɛ.55	990	thi.44	990	thi.55	990	thiʔ.53	990	chie.4	1228	uŋ	2008	a.3 li.2	1832	tī	990	kho	2635	kua.1	2635	kho	2635	ćhu	1324	ćhu.55	1324	ćhö.55	1324	ćhə	1324	ćhə	1324	čhu. T2	1324	chu.HR	1324	chi.53  EE	1324	ri	646	ba:kku.A	2635	kawa	2635	ku. L	2635	kaN=kɨ	2635	cwaʔl	1324	yoŋa	4377	ci	1228	ma.3 ći.4	1228	ma.1 ći.1	1228	si	1228	a-ši	1228	asi	1228	yesi	1228	isi, ihi	1228	isi	1228	i ši	1228	isi	1228	isi	1228	iš	1228	khu	2635	vu	2635	dəj	990	di	990	ci	990	cika	990	yèŋ	1743	yiaŋ	1743	yuŋ	1743	tei	990	kham	4283	ʒo	1324	ti	990	n.31 ci̲n.33	1140	isiŋ	1140	ʒɨ	1228	azɨ	1228	tara	646	o:chhɨ	1228	aʒu	1228	ki	2635	ke	2635	tzɨ	1228	acɨ	1228	oʒɨ	1228	ʒɨ	1228	zɨ	1228	ʒɨ	1228	ʒə.1	1228	dui	1228	hedui	1228	taduih	1228	adu	1228	dui	1228	dui	1228	laŋ	1743	tiʔ	990	di	990	ri:h.2	646	tui	990	ti	990	tui	990	tui	990	tu:i.1	990	kyu.2	2635	ki.2	2635	kyu.1	2635	ṭyu	990	re	646	ɣək.31	646	i.21 tʃa̲m.21	646	ti.55	990	ti.55	990	ɣəi.55	646	kjei.31	646	nʒ́i.31	646	ʒ́i.31	646	e.42 tʃho.55	646	ɣæ.33	646	jri.31 gra.53	646	ćha.31 ŋa.55	4377	thi	990	ŋa:ŋ.55	4377	cuə.33	1228	cə	1228	ćɨ.53	1228	ćɨ.53	1228	tʃə.55	1228	źi.35	646	ʒi.13	646	wẓɨ	646	ɣre	646	ʒ́ɛ.55	1228	nʒ̣ɨ.55	1228	tʃɨ.53	1228	dʒo.55	1228	ʒ̣u.35	1228	ji.323 ća.53	1228	[tə] tʃi TIB?	1228
95	we	ŋhājʔ 我	2471	wǒ=men 我門	2471	ŋo 12 men 11 我門	2471	ŋa4	2471	ŋuai55	2471	ŋai2 deu2	2471	ni.44.22	2471	p̯wa.33	4496	pạ̀	4496	pṿ.11	4496		-666	p̯a:.33	4496	pạ.11	4496	pɛ̣.11	4496	hɛ.55 thɔ.55 ph	4496	p̯əwe.44	4209	bɨ.31 wɛ̲.55 tʼ,4209,"ɣo.22 ḍʒo.22	667	a.1 ńi.1	2471	ka-yu	2471	ki=n.1	2471	niŋā'	2471	ga	2471	gə.1 ɣəń.1	2471	ga-thue	2471	ŋa cho	2471	ŋa.13 cho.55	2471	ŋöy.13	2471	ʔo ćho	2471	ŋə ćho	2471	ŋu. L2=ruŋ. T1	2471	ŋyo=kon. LF	2471	ŋa.35 raʔ.53	2471	ʔai	2730	go.A puki.A	2471	kas	2471	ok. L	2471	iŋki	2471	anige	2471	ka=niŋ	2471	kelai	4588	ŋ.1 ću.3	2471	ŋa.2 a.3 loŋ.2	2471	ŋa-ŋi	2471	ŋo-lu	2471		-666	ŋú=nu	2471	ŋo=lu	2471	ŋu-lu	2471	ŋo:lu	2471	ŋul	2471	ŋunu	2471	ŋul	2471	ńi	2471	ańi	2471	zəʔŋ	2729	ʒi=nisi	2729	ciŋa	2729	ciŋ	2729	tuman	105	tuman	105	ham=phoŋ	4284	kanei=bɨ	2471	nitaŋ	2471	nimai	2471	kem	105	an.55 the.33	2764	eikhoi	2730	a=guŋ	2730	niun	2471	i=thum	2730	enni	2471	hiri	2730	irɨ	2730	isa	2730	onok	2471	ikhala	2730	a=khru=mei	667	aro	667		-666	he=ko	2730	hie.2 ko.3	2730	anui	2471	anui	2471	aliu	4588		-666	hai=rami	2730	aniu	2471	ne=li	4588	ŋi, ni	2471	kan	2471	ge:.2	2471	kei=ni	2471	kan=mah	2471		-666	ei=uh	2730	ei.1	2730	ŋi.1	2730	ńi:.1	2730	ŋyɛŋ.4	2730	ńho kaŋmo	105	ŋa tui.	2764	ŋɔ̆.31 na̲uŋ.55	2471	ŋa.55 moʔ.55	105	ŋɔ.55 tuʔ.31	2764	ŋɔ.55 tu.35	2764	ŋă.55 maʔ.31	105	ŋa.33 dɨ.31	2764	ŋə.33 ŋgɨ.31	2471	ńə.33 sɨ.33 kv	2471	ŋa.55 vu.33	4209	ŋo.33 pe.33	2471	ŋa.35 dɨ.31	2471	a.31 źɨ.33	2730	ŋa niŋ	2471	iŋ.55	2471	qa.31 thya.55	2764	cə χa	4207	ŋɨ.55 ŋɨ.53	2471	a.35 rə.53	4006	ɛ.55 ẓə.55	4006	ŋa.35 cho.53 T	-1	ŋa.13 nɨ.33	2471	ŋɛ ńɨ	2471	ŋa ji	2471	ŋâ.55 rɛ̃.55	4006	ŋa.55 χo.33	4207	ŋɔ.33 zi.55	4006	a.55 rɨ.55	4006	an.55 the.33	2764	ŋa.33 chə.31 T	-1	ŋə ńe	2471		
95	we	Ła 余	4588		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ŋa cho	4206	ŋa.13 cho.55	4206		0	ʔo ćho	4206	ŋə ćho	4206	ŋu. L2=ruŋ. T1	667	ŋyo=kon. LF	4208	ŋa.13 raʔ.53	4207		0		0		0		0		0		0		0		0		0		0		0	ŋo-lu	4588		-666	ŋú=nu	4588	ŋo=lu	4588	ŋu-lu	4588	ŋo:lu	4588	ŋul	4588	ŋunu	4588	ŋul	4588		0		0		0		0		0		0		0		0		0		0	ni=taŋ	4285		0		0		0		0		0		0		0		0	hiri	667	irɨ	667		0		0	ikhala	4588	a=khru=mei	105		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ŋa tui.	2471		0	ŋa.55 moʔ.55	2471	ŋɔ.55 tuʔ.31	2471	ŋɔ.55 tu.35	2471	ŋă.55 maʔ.31	2471	ŋa.33 dɨ.31	2471		0		0	ŋa.55 vu.33	2471		0		0		0		0		0	qa.31 thya.55	2730	cə χa	2729		0	a.35 rə.53	2730	ɛ.55 ẓə.55	2730		0		0		0		0	ŋâ.55 rɛ̃.55	2471	ŋa.55 χo.33	2471	ŋɔ.33 zi.55	2471	a.55 rɨ.55	2730	an.55 the.33	2730		0		0
96	what	ghāj 何	2561	she=mma	986	sa 12 cı 2 啥子	986	a4sɛN3	986	ϑieŋ52 nok23	986	mak5 ge4	2765	thə.22 maj.22.2	986	t̯a.22 nɛ.22	576	ta.rạ́	685	trị.55	685	ta.11 ra.11	685	t̯əra.55 mi.31	685	me.44 te.11 te.	986	ti.33 te.33	986	ʔeŋ.33 tə.11 ga	986	mənɨ.33 lɛ̃ʔ.53	685	mă.31 ny̲.55 r	685	ma.33 ḍʒo.22	2765	ćhie.2 ći.4	2766	šu	1530	šan.1	1530	the, ṭhö	986	mu	2765	hi.2 ʒeh.2	2766	ńu	576	gaŋ	2561	kha.13 re.35	2561	ćhi.53	2766	ćhə zəχ	2766	ćhə zuk	2766	či. T2	2766	kaŋ. LH	2561	ci.13	2766	haŋ	2561	mar.B	2765	[u-]sa[-i]	1530	maŋ.H	2765	m=wo: EE	2765	hɛn	2561	imaŋ	2765	hai	2561	šim.1	1530	ka.1 di.1	986		-666	in-ko, in-kon	576	inqua	576	nɨ	576	yo-go	576	yo	576	ɦe:ko	576	ho=g	576	hu=gu	576		-666	ha	2561	thin	1530	maʔ	2765	sumu	2765	mai	2765	ata	986	hə́ŋ	2561	haŋ=hi	2561	mehe	2561	ai	2561	itɨlei	4286	chenna	2766	tem	986	pha.33	329	kari	685	ńɨ	576	kiu	2561	khikhala	2561	ntio	986	mo=wa	2765	tuo	986	tɨmɨ	2765	kechi	2766	chi=ba	2766	adei	986	di=bi	986	dipɨ	986	kedipo	986	ke.3 di.3 puo.5	986	daipai	986	ndaikeu	986	nde	986		-666	kadi	986	tɨbui	986	ko=pi, pi	329	doh	986	hi	2561	kəi.1	2561	ze-ŋe	576	zei=dah	576		-666	baŋ em	329	baŋʔ.3	329	to.2	986	ta:.2	986	tɛ.1	986	ṭɔi	986	ba	329	pɛ̲.55	329	xai.51pi.31 si.	329		-66	pɛ.31	329	pɛ̲.55 tʃuŋ.31	329	xa.31 tʃuŋ.33	2766	ə.31 cɨ.33	2766	a.33 co.33	2766	khɔ.44 tʃə.33	2766	sẽ.55 źã.35	1530	ćhu.31 ma.31	2766	kha.55 ćhi.31	2766	ra wa	685	taŋ.53	986	na.55	576	ńi ka	576	ɦɛ.33 zɨ.53	2561	me.53	2765	mi.55	2765	dâ.35	986	ndie.13	986	a ćhɨ	2766	a ćhə	2766	ćhi.33 pɛi.53	2766	fu.55	329	ćö.55	2766	a.33 ntɛ.55	986	hæ.33 ne.53	2561	[xa.33] ma.33 t	2765	thə	986
96	what		0		0		0		0		0		0	thə.22 maj.22.2	2765	t̯a.22 nɛ.22	986	ta.rạ́	986	trị.55	986	ta.11 ra.11	986	t̯əra.55 mi.31	986	me.44 te.11 te.	2765		0		0	[mə]nɨ.33 [lɛ̃ʔ	576	[mă.31] ny̲.55	576		0		0		0		0		0		0		0		0	ći	2766		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	in-ko	2561	inqua	2561		0	yo-go	2561		0	ɦe:ko	2561	ho=g	2561	hu=gu	2561		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	e:ŋ	2561		0		0	baŋ em	2561		0		0		0		0		0		0		0		0		0		0	pɛ̲.55 tʃuŋ.31	2766		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
97	white	bāk (-r-) 白	43	bái 白	43	pe 12 白	43	pɛ2	43	pak5	43	pak6	43	ʔa.11 bwa.22.11	444	b̄oʔ.53 ṭa.44	444	bó	444	bo.44	444	bu.44	444	b̄əɨ.55	444	bo.44	444	bu.33	444	ʔa.11 bu.35	444	ʔəwa.44	444	a.31 wa̲.55	444	ʔəgwaʔ.53	444	a.4 si.4	1131	dum	4471	kɨ.3 mphlaŋ.1	1967	ṭhōg'	1097	azẽ	674	a.1 rioŋ.1	674	emau-emo	4460	dkar po	2157	ka:.35 po.35	2157	ka.55 ka.35	2157	ka ro	2157	ka ro	2157	kar. L2=mu. T1	2157	kar=wu.HF	2157	cher.55 po.53	2157	ba liŋ mi	444	buš.A	43	[ɔm=]lɔ:[=pa]	1813	bubum. L	43	dɨtəm	4471	ku=bhɔ=ra  < ph	43	utthri:ʔ	4389	ʒe=ka	2157	lio.4	1813	lio.4	1813	yet-ci-ra	4230	pun	47	ye-siŋa	1225	púlu, tapu	47	yapu	47	pulu	47	puŋ lu	47	puŋluŋ	47	yapuŋ	47	ya=poŋ	47	grou	674	mə-gryaŋ	674	puʔr	444	guphu	43	gi(p)bok	43	boka	43	əhéŋ	2578	heŋ=pu	2578	šu=pɨ	4252	thupai=bu	404	alauŋ	1967	apo	404	che	1541	phʒo.31	404	aŋouba	2520	kechoŋ	1225	miecoɣi	4389	kachar	1148	emhua	2157	kɨmʒi	4213	athru	4389	mɨyeto	1097	temesoŋ	1225	tɨmesoŋ	1225	kakra	4389	kekru	4389	kɨmɨ=ga	4389	kekra	4389	kra.1	4389	tei=ha	2157	keha=be	2157	kaka=bu	2157	ha	2157	kaŋou=ba	2520	ŋau=mei	2520	kelok	1813	pham, bham	4212	bo-ke	43	pal.1=o	444	ŋo	2520	raaŋ	674	ŋo	2520	vam	4212		-666	ta:r.1 TIB	-1	tar.1 TIB	-1	tar.1	-1	pal=mɔ	444	phru	404	phju.31	404	phju.51	404	phẓo.55	404	phẓu.55	404	phju.55	404	phju:.33	404	phər.31	404	phv.33	404	a.33 phru.44 lu	404	phu.33	43	ba.31	444	bɛ.35 bɛ.33	444	moŋ	4211	mɔ:ŋ.55	4211	phẓi.55	4005	phi	4005	c̣hö.55 c̣hö.	4005	phẓã.55 mə.53	4005	phẓə̃.55	4005	c̣hõ.55 c̣ho	4005	pṭho.55 pṭho.	4005	phṣɨ phṣu	4005	[gɛ] phru	4005	phu.33	4005	phu.55 lu.55	4005	ṣɔ̃.55 ma.55	4005	ər.55	444	de.33 lü.53	4005	chɨ.33	4005	[kə] prɔm	404
97	white		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ya-šiŋ	1225		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
98	who	duj 誰	986	shúi 誰	986	na 2 ko 3 哪个	2754	a3to7	986	tak3 nöüŋ24	986	man3 ŋin2	0	pa.11 maj.22.22	329	p̯wɛ.33	329	hú.pạ́	329	hu.55 pi.55	329		-666	pa.44 pra̯a.31	329	mõ.33 pe.11.ã	329	u.33 pe.33	329	ba.33 dɨ.55 ga:	329	mətəɣa.33 lɛ̃ʔ.	986	mă.31 sa.31	1530	mɨ.33 ɣa.33	685	a.1 sie.4	1530	šu	1530	ńa.1	576	hăt	2561	ńi	576	ha.1	2561	ha-ńo	2561	su	1530	su.55	1530	sö.53	1530	shə	1530	sə	1530	su. T2	1530	su.HR	1530	su.53	1530	ʔi bi	329	su.B	1530	as-e	1530	sü.H	1530	abo	329	e:lle, e:n	2561	asa:	1530	ha=su	1530	ša.1	1530	ʔi.1 si.1	1530		-666	še-ko	1530	se-ko	1530	hu, húna	576	yəla	576	yi	576	ɦɨ:	576	yeh	576	yela	576	he:-hey	576	ʒu	2766	ciu	2766	sər	1530	sere	1530	sa	1530	caŋ	2766	ə́w	2561	ao=hi	2561	ɨ=am, ɨ=pa	2561	au	2561	hau	2561	hanna, hanma	2561	ove	2561	kə.31 tai.33	986	kana	576	digɨ	986	kiu=wi	2561	kachipa	2766	o:cho	1530	tha=wa	1530	so	1530	še	1530	ši=ba	1530	ši=ba	1530	thie=no	1530	thu	1530	so=pɨ	1530	sopo	1530	šu.2 nie.2	1530	cau=no	1530	chau	1530	ocho	1530		-666	su	1530	tho	1530	komat	2765	su	1530	su	1530	su:.1	1530	tu-ŋe	986	ahodah	2561		-666	koo-a	2561	koi.1	2561	khab.1	2561	kha.2=la	2561	su.1 TIB	-1	su=šaŋ, su	1530	baj su	1530	khă.31 jauk.55	2561	kha.51 juʔ.21	2561	xau.55	2561	xau.55	2561	khak.55	2561	xaŋ.55	2561	ə.33 ne.31	576	ni.31 ńa.55	576	khɔ.33 su.44	1530	khæ.35	2561	khe.31	2561	kha.33 lo.55	2561	ra yaw	685	a.31 mi.55	101	si.55	1530	sə	1530	ɦɛ.35 nɨ.33	576	xɛ.53	2561	xɛ.55	2561	li.35	576	će.55	1530	sɨ	1530	shə	1530	ńi.55	576	khi.55	2561	sö.55	1530	sɛ.55	1530	se.53	1530	xa.33 jo.35	2561	sə	1530
98	who		0		0		0		0		0		0	pa.11 maj.22.22	2765		0		0		0		0		0	mõ.33 pe.11.ã	2765		0		0	mətəɣa.33 lɛ̃ʔ.	2765	mă.31 sa.31	2765	mɨ.33 ɣa.33	2765		0		0		0		0		0		0	ha-ńo	576		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	še-ko	2561	se-ko	2561		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
99	woman	naʔ (-r-) 女	603	nǚ=rén 女人	603	ny 2 zen 1 女人	603	jüN1jiN7	603	nü55 ai31	603	ŋ3 ŋin2	603	lou.22.22 mu.33	60	bja.22 mi.22 ʔu	60	prạ̀.mə̂u	60	prṿ.11 mɨ.55	60	prạ.11 mọ̃.11	60	pra.33 prəmuʔ.5	60	pwạ.11 mɨə.33	60	prɛ̣.11 mɔ.11	60	pjaŋ.11 moa.33	60	pwa.33 pɔ.22 mɨ	60	bo.31 mɨ̲.31	60	ʔəvɨ.44 mə.33	60	ma.4 ma.4 tie.1	60	yŭ	1413	kɨ.3 mai.2 sa.4	60	chĕs=mī̃	87		-666	a.1 mui.2	60	bimi	60	bud med	4217	phü.13 me.52	4217	mü.13 ńoʔ.53	603	ʔa ji ćho	1413	wəm=ńət	4217	phem. L1=me. L1=m	4337	pum=peʒɛ. LR	4337	pom.13	4337	mo jak ca	60	mi:š=mur.A	87		-666	melsem. L	87	mit=sɨm EE	87	mɛnchuma	87	meʔnamiʔ	87	be=bal	60	(me.2) ja.4 (a.	1413	mi.1 juŋ.1	1413	au	1413	mi-mə	60	mima	60		-666	omə	60	ńim	60	ńe-mə:	60	ńəmə	60	ńi-mə	60	ńe=me	60	mim	60	nəmrai	625	hinzaw	2767	masainʒu	2767	me-cik	4287	mí-ci-taŋ	4287		-666	šeko	4288	la	4295	yak=sa	4287	ńau	603	dehiek	4287	šiku	4288	num.33	625	niŋol	4218	teneńu	603	to=timi	2767	šano	603	elɨe	4295	ńimzari	625	khiŋkurɨ	4288	aliberɨ	4295	tetzɨr	2767	anuti	603	ne=to=mei	603	nichɨ=mi	2767	thɨ=no=mi	603	the=nu=ma	603	the.3 nu.2	603	mi=pui	450	mpui=mi	450	pui=mai	450	sapui=nemei	450	sanui=mi	603	mei=pui	450	arloso	4295	momʔ[coʔ]	4337	masṭo	60	mẽ.2ma	60	hmei=chhia	60	nu	603	nuh=mei	60	nau=paŋ	603	nu.3 mei.3	603	mrĩ=šo.2	87	a=ma.1=ma:	60	mrin.1	87	cim=ca	2767	min: ma.	60	mji.35 ɣɛ.35	60	mji.21 ve.21	60	i.31 ńɔ.31	60	ji.31 ńɔ.31	60	mi.31 ɣɛ.31	60	mji.33 ji.33	60	mi.55	60	mv.13	60	khɔ.44 mɔ.33	60	su.33 mi.35 [ź	60	mi.31 a.31	60	ćha.31 ma.55	60	səma ra	60	pɨ.31 ma.55	60	ći.33	2767	cəm	2767	mo.55 ńo.53	60	mhö̃.35 ba.35	60	mhi.13 by.55 ba	60	zõ.35	2767	sme	60	smɛ ŋa	60	tə mi	60	a.33 mi.55 ər.5	60	zɨ.33 mi.55	60	chɨ.33 me.55 n	60	xi.55 ma.55 nʒ	60	zü.53 ju.53	2767	m.31 co.33 ma.	60	[tə] mi	60
