Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
⁵⁵$	⁵⁵	ŋɔ̲ʔ⁵⁵, gue¹³_ci⁵⁵	Dulong, Quueyu, Kelun, Ersu, Pumi2, Anong, Namuzi, Zhaba, Leqi, LhasaTibetan, Guiqiong, Wkayah, Yeinbaw, LangsuMaru, Achang, Nusu, Shixing, Yintale, LijiangNaxi, CuonaM, BatangTibetan, Fuzhou, Bola, PaO, Jingpo, Jinuo, NinglangNaxi, Sqiangqin, Geker, Muya	100	U+2075 U+2075 U+0024
^m	m	mama, mruine	Mzieme, Tujia, Tamang, Sangtam, Chokri, Zeme, Apatari, Thakali, Kabui, AngKhonoma, Zhaba, Liangmai, Mikir, Aka, Miji, Gurung, Limbu, HillMiri, Jinuo, Kulung, UpperBangni, Kelun, Lhota, Dumi, Bokar, Sqiangqin, Hmar, Magar, Motuo-M, BatangTibetan, Padam, Guiqiong, Yimchunru, Shaiyang, Taraon, Konyak, Khezhama, Chepang, Burmese, KonyakD, Bola, Tagin, Khaling, Namuzi, Sgaw, WrittenTibetan, Kaike, Sema, PaO, AngKohima, KayanPekon, Muya, Leqi, Lushai, Idu, Yamphu, XiaxeTibetan, Sulong, Nishi, Serdukpen, AoMongsen, Nusu, AoChungli, Quueyu, Yintale, Gangte, Tangkul, Maram, Gallong, Tiddim, Milang	100	U+005e U+006d
a$	a	pera, nruaina	WrittenTibetan, AngKhonoma, Sangtam, Rawang, Dhimal, XiaxeTibetan, Tangkul, Tamang, Kulung, Nocte, Garo, KonyakD, Kabui, HillMiri, Khoirao, UpperBangni, Chokri, Jiarug, Lhota, Shaiyang, Manipuri, Horpa, Kaike, Nqiang, Dimasa, Yamphu, Nishi, Phom, Liangmai, Mzieme, Aka, Magar, Motuo-M, Zeme, Yimchunru, Wancho, Ergong, Gurung, Burmese, Sema, Rengma, Bugun, Apatari, Rabha, Lushai, AoMongsen, Gangte, Serdukpen, Thakali, Gallong	100	U+0061 U+0024
ŋ	ŋ	taŋrauŋ, raŋkam	Taraon, Anong, Jirel, MijuGeman, Fuzhou, Wancho, LhasaTibetan, Jingpo, Idu, Dulong, Tamang, Lhota, Bokar, Motuo-M, Yogli, Zeme, Chang, PaO, Rabha, Beijing, Achang, Thakali, Yintale, Phom, Tiddim, CuonaM, Zhaba, Liangmai, NinglangNaxi, Mzieme, Khoirao, Magar, Sherpa, Rawang, Padam, Garo, Manipuri, Burmese, AlikeTibetan, Milang, Bola, WrittenTibetan, Bugun, Dimasa, Apatari, LangsuMaru, Leqi, Yamphu, Bodo, Sulong, AoMongsen, AoChungli, Maram, OldChinese	100	U+014b
ɨ	ɨ	dɨdhɨ-kwam, pɨʔɨ	Dumi, Taraon, Geker, LijiangNaxi, Chokri, Guiqiong, Sangtam, Lusu, Dulong, NinglangNaxi, Gazhuo, Anong, Apatari, Nusu, JianchuanBai, MijuGeman, Wkayah, Khezhama, Padaung, Chang, Pochuri, Tagin, Namuzi, HillMiri, AoMongsen, Tujia, Mzieme, Padam, Yimchunru, Ersu, KonyakD, Sema, Rabha, Geba, Muya, Sulong, Nishi, Shixing, AoChungli, Kabui, Jinuo	100	U+0268
r	r	pera, taŋrauŋ	Nusu, Mzieme, Lhota, Dhimal, Zeme, Burmese, Idu, Tamang, Kulung, MijuGeman, Yogli, Nocte, Garo, Yimchunru, Shaiyang, Taraon, Konyak, Gurung, Chepang, Sunwar, WrittenTibetan, Dimasa, AngKohima, Yamphu, Limbu, Maram, Kabui, LijiangNaxi, AngKhonoma, Liangmai, Khoirao, Chokri, Jiarug, Aka, Bokar, Sherpa, Ersu, Miji, Padam, Wkayah, Wancho, Manipuri, Yeinbaw, Khezhama, Horpa, Pochuri, CHN, Namuzi, Kaike, PaO, Rengma, Rabha, Nqiang, Lepcha, Apatari, Muya, Lushai, Serdukpen, AoMongsen, Thakali, AoChungli, Tangkul, Quueyu, Mao	100	U+0072
ə	ə	hə⁴⁴_phə⁴⁴, kərhəŋ-ke	Sgaw, Quueyu, Jinuo, Rawang, Pumi1, Chepang, Geker, Bodo, Sulong, Magar, Bokar, Palaichi, KonyakD, Jingpo, Geba, Muya, LijiangNaxi, Dumi, Sqiangqin, Gazhuo, Horpa, AlikeTibetan, Achang, XiaxeTibetan, Nishi, Shixing, Kelun, NinglangNaxi, Manu, Padam, Miji, Guiqiong, Wkayah, Yeinbaw, Pumi2, Tagin, Namuzi, CHN, AngKohima, LangsuMaru, Limbu, HillMiri, LhasaTibetan, Gallong	100	U+0259
^a	a	alo, aloŋ	Pochuri, Sema, Sangtam, Nocte, Padam, Rengma, AoChungli, Gallong, Milang, Kelun, Yogli, Shaiyang, Burmese, Lepcha, Sulong, Tangkul, Maram, Khoirao, Yimchunru, Wancho, Manipuri, Anong, Tagin, Serdukpen, Jinuo, UpperBangni, Aka, Bokar, MijuGeman, Wkayah, Garo, Chang, Bola, Namuzi, Rabha, Bugun, Dimasa, Apatari, Lushai, Bodo, Achang, Nishi, Gangte, Phom	100	U+005e U+0061
ŋ$	ŋ	taŋrauŋ, aloŋ	Bokar, Yogli, Padam, AoChungli, Milang, Hmar, Motuo-M, Konyak, AoMongsen, Gangte, Maram, Khoirao, Sangtam, UpperBangni, Dhimal, Yimchunru, Zeme, Shaiyang, Wancho, Chang, KonyakD, Kabui, Dimasa, Apatari, Lepcha, KayanPekon, Yamphu, Bodo, XiaxeTibetan, Serdukpen, Phom, Tujia, Liangmai, Mikir, Mzieme, Lhota, Nocte, Sherpa, Miji, Garo, Rawang, Manipuri, Chepang, Khaling, Kaike, Rabha, Bugun, Lushai, Nishi	100	U+014b U+0024
^k	k	kai, kyopo	UpperBangni, Bokar, Sunwar, HillMiri, AngKhonoma, Tagin, Khaling, Sema, Jingpo, Mikir, Liangmai, Khoirao, Chokri, Dumi, MijuGeman, Zeme, Wkayah, Khezhama, Burmese, KonyakD, Rengma, Achang, Nishi, Tangkul, Mao, Kabui, OldChinese, Tujia, Tamang, JianchuanBai, Zhaba, Mzieme, Magar, Manu, Sherpa, Nocte, Padam, Fuzhou, Taraon, Gurung, Bola, CHN, Kaike, PaO, Nqiang, Rabha, Dimasa, Apatari, Geba, Jirel, Muya, Leqi, Lusu, Idu, Limbu, AoMongsen, Serdukpen, AoChungli, Thakali, Gallong	100	U+005e U+006b
l	l	alo, aloŋ	Dumi, Motuo-M, Khaling, Palaichi, Konyak, Sunwar, Tiddim, CuonaM, UpperBangni, Nocte, Dhimal, Garo, Wkayah, Yimchunru, Fuzhou, KonyakD, Kaike, PaO, Apatari, Jirel, Nishi, AoMongsen, AoChungli, Dulong, Phom, LijiangNaxi, Tamang, Kulung, Mikir, Rourou, Sangtam, Jiarug, Lhota, Haka, Bokar, Hmar, Zeme, Sherpa, Padam, Shaiyang, Ergong, Horpa, Gurung, Padaung, Burmese, Milang, Bola, Anong, Pochuri, Sgaw, Rengma, Dimasa, Geba, Muya, Manu, Sulong, Gangte, Nusu, Yintale, Tangkul, Thakali, Gallong, Kelun, Jinuo	100	U+006c
^s	s	si, se	Dumi, Pumi2, Yamphu, OldChinese, Chang, Khaling, Serdukpen, LijiangNaxi, Jiarug, Sqiangqin, Hmar, Sherpa, Gazhuo, Chepang, KonyakD, Bola, WrittenTibetan, Kaike, Jingpo, Nqiang, KayanPekon, Jirel, Leqi, Limbu, Thakali, JianchuanBai, Kulung, AngKhonoma, Zhaba, CuonaM, NinglangNaxi, Aka, Haka, MijuGeman, Palaichi, Manu, Rawang, Garo, Fuzhou, Pumi1, Padaung, Pochuri, Namuzi, CHN, Sunwar, Rabha, Bugun, Dimasa, AngKohima, LangsuMaru, Muya, Lushai, Bodo, Achang, AoMongsen, LhasaTibetan, Nusu, Quueyu, Dulong, Yintale, Shixing, Hakka, Maram, Tiddim	100	U+005e U+0073
n	n	nruaina, tana	Zeme, Jiarug, Dumi, Yimchunru, Khaling, Yintale, Kabui, Tujia, CuonaM, Liangmai, Mzieme, Shaiyang, Wancho, Khezhama, Pochuri, Namuzi, Sema, WrittenTibetan, Jingpo, Lepcha, Lushai, Achang, XiaxeTibetan, Quueyu, Mao, Tiddim, Tamang, Haka, Bokar, Hmar, Motuo-M, MijuGeman, Nocte, BatangTibetan, Garo, Guiqiong, Wkayah, Taraon, Manipuri, Konyak, Ergong, Gurung, Chepang, Pumi2, AlikeTibetan, Chang, Geker, PaO, Nqiang, AngKohima, Jirel, Muya, Leqi, Lusu, Limbu, Sulong, AoMongsen, Nusu, AoChungli, Dulong, Tangkul, Maram, Hakka, Thakali, Jinuo	100	U+006e
k	k	nok_ko, aki	Jiarug, Shaiyang, Tujia, Lhota, MijuGeman, Sherpa, Fuzhou, Tangkul, Gallong, CuonaM, Mikir, Liangmai, Magar, Zeme, Dhimal, Garo, Wancho, AlikeTibetan, Chang, Pochuri, Sunwar, Sema, Rabha, LangsuMaru, Jirel, Bodo, Serdukpen, LhasaTibetan, Quueyu, Kabui, OldChinese, JianchuanBai, AngKhonoma, Mzieme, Khoirao, Sangtam, Palaichi, BatangTibetan, Padam, Ersu, Phom, Gazhuo, Manipuri, Yeinbaw, Tagin, Khaling, Namuzi, Geker, Nqiang, Rengma, Lepcha, Geba, Muya, Lusu, Idu, Achang, Sulong, Maram	100	U+006b
^l	l	labu, la³⁵	Padaung, Chang, Shixing, Pumi1, Wancho, Namuzi, LangsuMaru, KayanPekon, Lushai, Tujia, Bokar, Palaichi, Manu, Wkayah, Ersu, Yeinbaw, Geker, Jingpo, Lusu, Beijing, Nusu, Jinuo, LijiangNaxi, Zhaba, NinglangNaxi, Rourou, UpperBangni, Haka, Hmar, Sqiangqin, Dhimal, Padam, Miji, Guiqiong, Shaiyang, Fuzhou, Gazhuo, Manipuri, Pumi2, Burmese, KonyakD, Bola, Tagin, PaO, Nqiang, Bugun, Dimasa, Geba, Apatari, Leqi, Yamphu, Bodo, Achang, Nishi, HillMiri, Serdukpen, Gangte, Yintale, Quueyu, Hakka, Dulong, Phom, Gallong, Tiddim, Milang	100	U+005e U+006c
^n	n	nu, nruaina	LijiangNaxi, Kabui, Gurung, AlikeTibetan, CHN, XiaxeTibetan, Thakali, Zhaba, Rourou, Zeme, Sherpa, Rawang, Ersu, Pumi2, Burmese, Bola, WrittenTibetan, Rengma, LangsuMaru, Muya, Leqi, Beijing, Nusu, Dulong, Tamang, AngKhonoma, NinglangNaxi, Khoirao, Liangmai, Kelun, UpperBangni, Haka, Motuo-M, Hmar, OldChinese, Yogli, BatangTibetan, Yimchunru, Guiqiong, Fuzhou, Wancho, Pumi1, Gazhuo, Konyak, Manipuri, Ergong, Chang, Anong, Sunwar, Namuzi, Kaike, Jingpo, Rabha, Bugun, Lepcha, Jirel, Lusu, Yamphu, Achang, Limbu, Nishi, LhasaTibetan, Tangkul, Hakka, Shixing, Tiddim, Milang	100	U+005e U+006e
u$	u	ru, nu	Aka, Rengma, Limbu, Kabui, Liangmai, Khoirao, Dumi, Magar, Motuo-M, Khezhama, Kaike, AoChungli, Kulung, AngKhonoma, Jiarug, Sherpa, Miji, Wancho, Manipuri, Ergong, Chang, Pochuri, Tagin, Khaling, Apatari, KayanPekon, Serdukpen, AoMongsen, Rourou, Mikir, Sangtam, UpperBangni, Mzieme, Lhota, Hmar, Bokar, Yogli, Nocte, Rawang, Padam, Yimchunru, Zeme, Shaiyang, Horpa, KonyakD, Sema, Nqiang, Lepcha, Bodo, Mao, Maram, Gallong, Milang	100	U+0075 U+0024
p	p	kyopo, təpla	WrittenTibetan, Phom, Tamang, Jiarug, Lhota, Dumi, Bokar, Sherpa, KonyakD, Tagin, HillMiri, Kulung, CuonaM, UpperBangni, Hmar, Nocte, Zeme, Bola, Khaling, Jingpo, Dimasa, Jirel, AoMongsen, Quueyu, Dulong, Mao, Tujia, Zhaba, Mikir, Mzieme, Khoirao, Sangtam, Aka, BatangTibetan, Padam, Wkayah, Garo, Manu, Konyak, Khezhama, Chepang, Pumi2, CHN, Nqiang, Lepcha, LangsuMaru, Geba, Leqi, Idu, Achang, XiaxeTibetan, Gangte, Thakali, Tangkul, AoChungli, Shixing, LhasaTibetan, Kabui, Gallong, Milang	100	U+0070
^t	t	tin, taŋrauŋ	AoChungli, AoMongsen, Maram, Liangmai, Nocte, Dhimal, KonyakD, CHN, Jingpo, AngKhonoma, Zeme, Yogli, Fuzhou, Taraon, Konyak, Chepang, Chang, Rengma, AngKohima, Muya, Bodo, Phom, Tujia, JianchuanBai, Kulung, Mzieme, Khoirao, Sangtam, Kelun, Chokri, Dumi, Bokar, Haka, Hmar, MijuGeman, Sherpa, Garo, Rawang, Shaiyang, Gazhuo, Gurung, Pumi2, Burmese, Bola, Khaling, Sunwar, Sema, PaO, Rabha, Leqi, Lushai, Idu, Sulong, Quueyu, Hakka, Dulong, Tiddim, OldChinese, Jinuo	100	U+005e U+0074
³³$	³³	sa³³, ṣɨ³³	Jingpo, Shixing, NinglangNaxi, Yintale, LijiangNaxi, Sqiangqin, PaO, Gazhuo, Anong, Wkayah, Leqi, Fuzhou, Namuzi, Geba, Manu, Guiqiong, Yeinbaw, Muya, Quueyu, Jinuo, Rourou, Palaichi, Ersu, Sgaw, Geker, LhasaTibetan	100	U+00b3 U+00b3 U+0024
¹$	¹	ši¹, si¹	Jirel, Idu, Sulong, Gurung, AngKohima, Taraon, Thakali, Tujia, Tamang, Tiddim, Hakka, MijuGeman, JianchuanBai	100	U+00b9 U+0024
o$	o	vo, ro	XiaxeTibetan, Lhota, WrittenTibetan, Horpa, AlikeTibetan, Chang, Pochuri, Tagin, Sema, Dimasa, Mao, Mikir, UpperBangni, Chokri, Serdukpen, HillMiri, Gallong, Magar, Haka, Miji, Khezhama, Tangkul, Tamang, Jiarug, Aka, Hmar, Motuo-M, Palaichi, Manu, Nocte, Dhimal, Yimchunru, Wancho, Ergong, Gurung, Chepang, Anong, Kaike, PaO, Geker, Rengma, Lepcha, Lushai, AoMongsen, Nishi, Maram	100	U+006f U+0024
^p	p	pera, pɨʔɨ	AngKhonoma, CuonaM, Dumi, Zeme, Wancho, Khaling, Sunwar, Apatari, Dulong, Mzieme, Hmar, Bokar, Padam, Phom, Fuzhou, Manipuri, Konyak, Khezhama, AngKohima, Tujia, LijiangNaxi, Tamang, JianchuanBai, Mikir, Liangmai, Khoirao, NinglangNaxi, UpperBangni, Magar, Haka, Sqiangqin, Motuo-M, Yogli, Manu, Garo, Guiqiong, Shaiyang, Pumi1, Taraon, Pumi2, Burmese, AlikeTibetan, Chang, KonyakD, Bola, Tagin, CHN, WrittenTibetan, Sema, Nqiang, Lepcha, KayanPekon, Leqi, Lushai, Idu, Bodo, Beijing, Achang, Limbu, Sulong, Nishi, HillMiri, LhasaTibetan, Gangte, Shixing, Hakka, Mao, Maram, Kabui, Gallong, Tiddim, OldChinese	100	U+005e U+0070
t	t	kut¹to, pəta	AngKhonoma, Zhaba, Tamang, Liangmai, Dumi, Zeme, Dhimal, Tagin, Sulong, Hakka, OldChinese, Khoirao, Mzieme, UpperBangni, Chokri, Jiarug, Haka, MijuGeman, Yimchunru, Milang, Apatari, Leqi, Achang, Nishi, HillMiri, Quueyu, Tangkul, Tiddim, JianchuanBai, NinglangNaxi, Kelun, Bokar, Hmar, Magar, Manu, Palaichi, Gazhuo, Ergong, Horpa, Yeinbaw, Chang, Pochuri, Bola, Sunwar, CHN, Sema, PaO, Jingpo, AngKohima, LangsuMaru, Jirel, Lushai, Beijing, Serdukpen, AoMongsen, Dulong, Mao, Gallong, Jinuo	100	U+0074
⁵⁵	⁵⁵	thə⁵⁵_pka⁵⁵_p, dɔ⁵⁵_pa⁵⁵_su	Quueyu, Shixing, Guiqiong, LhasaTibetan, CuonaM, Pumi1, Muya, Sqiangqin, BatangTibetan, Ersu, Namuzi, Yintale, Kelun, PaO, Leqi, Nusu, LijiangNaxi, Wkayah, Geker, Dulong, Zhaba, NinglangNaxi, Rourou, Manu, Yeinbaw, Pumi2, Anong, Jinuo	100	U+2075 U+2075
⁵³$	⁵³	ćhi⁵³, ṭwĩʔ⁵³	Lusu, Muya, BatangTibetan, Sgaw, CuonaM, Palaichi, Geker, Pumi1, Geba, Nusu, Guiqiong, Gazhuo, Dulong, Shixing	100	U+2075 U+00b3 U+0024
ʔ	ʔ	pɨʔɨ, ŋɔ̲ʔ⁵⁵	Sgaw, Palaichi, Geker, Bodo, Geba, PaO, BatangTibetan, Bola, Zhaba, CuonaM, LangsuMaru, Leqi, Dulong, OldChinese, Dumi, Yamphu, Limbu, Tiddim, Rourou, Yeinbaw, Chepang, Padaung, Jingpo, KayanPekon, Achang, Yintale	100	U+0294
-	<?>	cá-ca-kor, lak-sin	Padam, Shaiyang, Rabha, Garo, Milang, Lepcha, Miji, Lushai, Gurung, Serdukpen, Magar, Yeinbaw, Tagin, Hakka, Thakali, Gallong, OldChinese, Kulung, Dumi, Lhota, Chepang, Padaung, Chang, Sunwar, Bugun, Yamphu, HillMiri, AoChungli	100	U+002d
b	b	labu, chubui	Zeme, Gurung, Liangmai, Kulung, Manipuri, Chang, Jirel, Idu, Serdukpen, Khoirao, Jiarug, Sqiangqin, Rawang, BatangTibetan, Garo, Wancho, Taraon, Sunwar, Dimasa, XiaxeTibetan, Quueyu, LijiangNaxi, Tamang, NinglangNaxi, Mzieme, Kelun, Aka, Dumi, Bokar, Motuo-M, Manu, Palaichi, Padam, Wkayah, Sherpa, Shaiyang, Miji, Chepang, AlikeTibetan, Khaling, Namuzi, WrittenTibetan, Sema, PaO, Nqiang, Rabha, Apatari, Lusu, Bodo, Limbu, Sulong, AoMongsen, Shixing, Yintale, Mao, Kabui, Milang	100	U+0062
³³	³³	fu³³_ʒ̣ɨ³³_g, a³³_kɛ³³_mu⁵	Namuzi, Lusu, Guiqiong, Shixing, LijiangNaxi, NinglangNaxi, Manu, Geba, Muya, Anong, Wkayah, Ersu, Leqi, Gazhuo, Jingpo, Yintale, Jinuo, Rourou, Sqiangqin, Palaichi, Padaung, Sgaw, Geker, PaO, Kelun	100	U+00b3 U+00b3
^h	h	ha, hu	Manu, Lushai, Yamphu, Kulung, Dumi, Nocte, Dhimal, Wkayah, Sgaw, Limbu, XiaxeTibetan, Gangte, Yintale, Kelun, Mzieme, UpperBangni, Magar, Haka, Hmar, Zeme, Yogli, Wancho, Chepang, Milang, Namuzi, Kaike, PaO, Bugun, Dimasa, Serdukpen, Tangkul, Tiddim, Mikir, Aka, Konyak, Manipuri, Yeinbaw, Padaung, Burmese, AlikeTibetan, Chang, Khaling, Geker, Rabha, Lepcha, KayanPekon, Bodo, Sulong, Nishi, Nusu, Shixing	100	U+005e U+0068
ɛ	ɛ	dʒɛr⁴²_nhɛr⁴², cɛ⁵⁵	Shixing, Pumi1, Namuzi, Limbu, Ersu, Palaichi, Wkayah, Sgaw, Guiqiong, Bola, Anong, Khaling, PaO, Geba, Sulong, Quueyu, Yintale, JianchuanBai, BatangTibetan, Ergong, Padaung, Geker, Muya, Nusu, Thakali, Jinuo, CuonaM, Sherpa, Gazhuo, Nqiang, LangsuMaru, LhasaTibetan, Kelun	100	U+025b
³¹$	³¹	na³¹, uʔ³¹	Kelun, Achang, Bola, Jingpo, LijiangNaxi, Rourou, LangsuMaru, Anong, Gazhuo, Nusu, Leqi, NinglangNaxi, Yintale, Lusu, Fuzhou, Geker, Shixing, Sqiangqin	100	U+00b3 U+00b9 U+0024
^kh	kʰ	khaŋ, kholăp	Tamang, Serdukpen, Kulung, Motuo-M, Rawang, Kaike, Yamphu, Tangkul, Kelun, LijiangNaxi, Rourou, Khoirao, Dumi, Aka, Dhimal, Konyak, Manipuri, Gurung, Khaling, Sunwar, Sgaw, WrittenTibetan, Bugun, Muya, Idu, Limbu, Thakali, Tujia, JianchuanBai, Zhaba, CuonaM, NinglangNaxi, Jiarug, Haka, Sqiangqin, Yogli, Manu, Wkayah, Yimchunru, Fuzhou, Guiqiong, Pumi1, Taraon, Gazhuo, Padaung, Burmese, Chang, Anong, Bola, Geker, PaO, Sema, Rengma, Rabha, Nqiang, Dimasa, KayanPekon, Leqi, LhasaTibetan, Nusu, Shixing, Jinuo	100	U+005e U+006b U+0068
e$	e	se, ke	Zeme, AngKhonoma, Khezhama, Sema, Mao, Rengma, Mikir, Mzieme, UpperBangni, Chokri, Aka, Magar, Hmar, Burmese, Milang, Sangtam, Jiarug, Haka, Sherpa, Dhimal, Padam, Wancho, AlikeTibetan, Apatari, Nishi, Nocte, Yimchunru, Shaiyang, Konyak, Ergong, Horpa, Gurung, Chepang, Pochuri, KonyakD, Khaling, WrittenTibetan, Kaike, Bugun, Lepcha, Lushai, XiaxeTibetan, Gangte, Thakali, Maram, Gallong	100	U+0065 U+0024
y	y	kyopo, ńy³³_ńy⁵⁵	Sqiangqin, Kaike, Bugun, Thakali, Milang, UpperBangni, Aka, Magar, Lhota, Miji, Gurung, Sema, Lepcha, Apatari, Muya, LijiangNaxi, Rourou, Dumi, Bokar, Padam, Konyak, Khaling, Sunwar, Namuzi, Rengma, HillMiri, AoMongsen, Serdukpen, Quueyu, Shixing, AoChungli, Maram, Tamang, Kelun, Dhimal, Yimchunru, Shaiyang, Pumi1, Chepang, Pumi2, Chang, KonyakD, Tagin, CHN, Lusu, Nishi, Tangkul, Nusu	100	U+0079
